internal_id,Award ID,Recipient Name,Start Date,End Date,Award Amount,Awarding Agency,Awarding Sub Agency,CFDA Number,Description,Place of Performance State Code,Place of Performance City Code,awarding_agency_id,agency_slug,generated_internal_id,active_during_fy2024
231634600,15POVC21GG03949HT,"INTERNATIONAL RESCUE COMMITTEE, INC.",2021-10-01,2025-03-31,526178.0,Department of Justice,Office of Justice Programs,16.320,IRC IN TALLAHASSEE'S SURVIVORS HOUSING ASSISTANCE PROGRAM 2021,GA,GA04000,252,department-of-justice,ASST_NON_15POVC21GG03949HT_015,True
231635775,15POVC23GK02759HT,YOUNG WOMENS CHRISTIAN ASSOCIATION OF TOPEKA,2023-10-01,2027-09-30,513386.0,Department of Justice,Office of Justice Programs,16.320,"THE SHAWNEE COUNTY DISTRICT ATTORNEYS OFFICE (SNCODA), AN OFFICE WITHIN THE SHAWNEE COUNTY, KANSAS GOVERNMENT, AND YWCA NORTHEAST KANSAS ARE JOINTLY APPLYING FOR THE OVC FY2023 ENHANCED COLLABORATIVE MODEL TASK FORCE TO COMBAT HUMAN TRAFFICKING GRANT, PURPOSE AREA 1: DEVELOPMENT OF NEW HUMAN TRAFFICKING TASK FORCES. THIS FUNDING WILL BE USED TO DEVELOP THE KAW VALLEY ANTI-HUMAN TRAFFICKING TASK FORCE (KVHTTF) INTO AN ENHANCED COLLABORATIVE MODEL TASK FORCE THAT WILL EXPAND LAW ENFORCEMENT AND SOCIAL SERVICES RESPONSES TO VICTIMS OF HUMAN TRAFFICKING. HIRING DEDICATED, SPECIALIZED INVESTIGATIVE STAFF, WILL RESULT IN INCREASED INTELLIGENCE-BASED INVESTIGATIONS, AND PROVIDE WRAPAROUND SERVICES TO VICTIMS.THE KVHTTF SERVES THREE CONTIGUOUS COUNTIES: JACKSON, SHAWNEE, AND OSAGE. ACCORDING TO DATA FROM THE U.S. CENSUS BUREAU, THEIR COMBINED POPULATION IS 205,361, WITH MOST RESIDENTS LOCATED IN AND AROUND THE CAPITAL CITY OF TOPEKA, SHAWNEE COUNTY, KANSAS.

TOPEKA IS 60 MILES TO THE WEST OF KANSAS CITY ON I-70 AND IS INTERSECTED BY HIGHWAY 75 NORTH TO JACKSON COUNTY, AND HIGHWAY 75 SOUTH TO OSAGE COUNTY. SOUTHWEST VIA I-335 IS WICHITA, THE STATES LARGEST CITY. HIGHWAY 24 BEGINS 30 MILES EAST OF TOPEKA AND HEADS NORTHWEST WHERE IT PASSES JUST NORTH OF THE CITY AND CROSSES HWY 75. ACCORDING TO DATA COLLECTED FROM THE KANSAS DEPARTMENT OF TRANSPORTATION, THE COMBINED HIGHEST DAILY TRAFFIC AVERAGE OF ALL MAJOR HIGHWAYS IN TOPEKA IS APPROXIMATELY 107,920 CARS PER DAY. INEVITABLY, THIS BRINGS MORE CRIME INTO THE SERVICE AREA, INCLUDING AN INCREASE IN HUMAN TRAFFICKING AS RECENTLY OBSERVED IN TASK FORCE OPERATIONS.

IN THE LAST FOUR YEARS, THE SHAWNEE COUNTY SHERIFFS OFFICE (SSO) HAS 22 DOCUMENTED HUMAN TRAFFICKING INVESTIGATIONS, AND THE KANSAS BUREAU OF INVESTIGATIONS (KBI) HAS DOCUMENTED 23 HUMAN TRAFFICKING TIPS ASSIGNED TO AGENCIES FOR INVESTIGATION WITHIN THE SERVICE AREA. SNCODA HAS PROSECUTED SIX HUMAN TRAFFICKING CASES, AND YWCA NORTHEAST KANSAS CENTER FOR SAFETY AND EMPOWERMENT HAS SERVED 228 HUMAN TRAFFICKING VICTIMS. OFFICE FOR VICTIMS OF CRIME FUNDING WILL PROVIDE KVHTTF AND YWCA NORTHEAST KANSAS WITH NEEDED RESOURCES TO EXPAND AND ENHANCE THEIR ABILITY TO SIGNIFICANTLY INCREASE IDENTIFICATION OF HUMAN TRAFFICKING VICTIMS, EXPAND THE SERVICES THEY RECEIVE, AND HOLD THE TRAFFICKERS ACCOUNTABLE THROUGH TASK FORCE INVESTIGATIONS AND PROSECUTIONS WITHIN THE SERVICE AREA.",KS,KS71000,252,department-of-justice,ASST_NON_15POVC23GK02759HT_015,True
231634663,15POVC21GG04249HT,UNIVERSITY OF BALTIMORE,2021-10-01,2025-09-30,505483.66,Department of Justice,Office of Justice Programs,16.320,HUMAN TRAFFICKING PREVENTION PROJECT,MD,MD04000,252,department-of-justice,ASST_NON_15POVC21GG04249HT_015,True
231635221,15POVC22GK03716HT,CITY OF TULSA,2022-10-01,2026-09-30,504088.0,Department of Justice,Office of Justice Programs,16.320,"SINCE 2013, OKLAHOMA COALITION AGAINST HUMAN TRAFFICKING (OCAT) HAS BEEN WORKING TO ADVANCE A MULTI-DISCIPLINARY RESPONSE FOR HUMAN TRAFFICKING PREVENTION, PROTECTION, AND PROSECUTION IN NORTHEAST OKLAHOMA AS AN UNFUNDED TASK FORCE. UNDER THE LEADERSHIP OF THE FAMILY SAFETY CENTER (FSC), 37 AGENCIES WORK TOGETHER TO BUILD PROGRAMS AND PARTNERSHIPS TO BETTER SUPPORT THE PREVENTION OF HUMAN TRAFFICKING, PROTECTION OF ITS VICTIMS, AND PROSECUTION OF THE OFFENDERS.  GREATER STRIDES CAN BE MADE IN ASSISTING HUMAN TRAFFICKING VICTIMS BY GROWING AND FORMALIZING THE STRUCTURE OF THE COALITION.

 

THE PURPOSE OF THE PROJECT WILL ALLOW THE OCAT, WITH TULSA POLICE AS IT’S LAW ENFORCEMENT PARTNER, TO BATTLE THE DISTURBING CRIMES OF HUMAN TRAFFICKING MORE EFFECTIVELY IN THE TULSA AREA. THE PRIMARY ACTIVITIES WILL INCLUDE RESCUING AND PROTECTING VICTIMS FROM THEIR ABUSERS, PROVIDING GREATER SERVICES TO VICTIMS, IMPROVING SHARING AND COMMUNITY OUTREACH, ENHANCING PROSECUTORIAL SUCCESS, CREATING GREATER VICTIM CENTERED AND COLLABORATIVE APPROACHES TO ADDRESSING HUMAN TRAFFICKING, PROTECTING UNDERSERVED COMMUNITIES, AND ENHANCING DATA COLLECTION.

 

THE FORMAL NAME OF THE HUMAN TRAFFICKING TASK FORCE WILL BE THE OKLAHOMA COALITION AGAINST TRAFFICKING AND SERVE THE GREATER AREA OF NORTHEASTERN OKLAHOMA.  THE LAW ENFORCEMENT AGENCY PARTNERED WITH OCAT IS THE TULSA POLICE DEPARTMENT (TPD); THE SERVICE PROVIDER APPLICANT PARTNER IS THE FAMILY SAFETY CENTER.  THE FUNDS RECEIVED FROM THIS GRANT WILL STRENGTHEN THE COLLABORATION BETWEEN THE ENTITIES IN FIGHTING HUMAN TRAFFICKING AND BRINGING HEALING TO VICTIMS.  TPD IS REQUESTING $672,088 IN FUNDS AND THE FAMILY SAFETY CENTER IS REQUESTING $750,000.00.

 

TPD HAS HAD MANY HUMAN TRAFFICKING INVESTIGATIONS AND PROSECUTIONS INVOLVING THE TULSA COUNTY DISTRICT ATTORNEY’S OFFICE AND THE NORTHERN DISTRICT OF OKLAHOMA’S FEDERAL PROSECUTORS.  FROM 2019 THROUGH 2021 THE NORTHERN DISTRICT HAS PROSECUTED SEVEN HUMAN TRAFFICKING CASES, THE TULSA COUNTY DISTRICT ATTORNEY’S OFFICE PROSECUTED 60 CASES, AND TPD INVESTIGATED 73 CASES.  OCAT AND THE FSC SERVICED MANY HUMAN TRAFFICKING VICTIMS IN THE TULSA AREA.  FROM 2019-2021 THE FSC PROVIDED SERVICES TO 17,482 CLIENTS; 18 OF THESE WERE SPECIFIC TO HUMAN TRAFFICKING. FSC PARTNERS SERVED 340 VICTIMS OR PERSONS IN NEED OF HUMAN TRAFFICKING ASSISTANCE. WITH THIS GRANT, OCAT WILL BECOME MORE EFFECTIVE AT UNCOVERING, RESCUING, AND PROVIDING HEALING RESOURCES TO VICTIMS OF HUMAN TRAFFICKING THROUGHOUT THE TULSA AREA.",OK,OK75000,252,department-of-justice,ASST_NON_15POVC22GK03716HT_015,True
231634730,15POVC21GK04082HT,DIVISION OF CRIMINAL JUSTICE,2021-10-01,2025-09-30,501583.77,Department of Justice,Office of Justice Programs,16.320,REGIONALIZED HUMAN TRAFFICKING RECOVERY TASKFORCE (RHTRT),CT,CT65440,252,department-of-justice,ASST_NON_15POVC21GK04082HT_015,True
234950357,2020VTBX0060,"SANTA MARIA HOSTEL, INC.",2020-05-01,2025-04-30,500000.0,Department of Justice,Office of Justice Programs,16.320,STARS (SURVIVORS OF TRAFFICKING ACHIEVE RECOVERY AND STABILITY),TX,TX35000,252,department-of-justice,ASST_NON_2020VTBX0060_015,True
234950302,2020VTBX0001,CALL TO FREEDOM INC,2020-05-01,2024-01-31,500000.0,Department of Justice,Office of Justice Programs,16.320,SOUTH DAKOTA RURAL AND TRIBAL TRANSITIONAL HOUSING AND SUPPORTIVE SERVICES FOR VICTIMS OF HUMAN TRAFFICKING,SD,SD59020,252,department-of-justice,ASST_NON_2020VTBX0001_015,True
231635108,15POVC22GG03751GIRL,UNBOUND NOW,2022-10-01,2025-09-30,500000.0,Department of Justice,Office of Justice Programs,16.035,"UNBOUND’S EARLY INTERVENTION PROGRAM WILL ENHANCE PREVENTION AND EARLY INTERVENTION SERVICES FOR GIRLS WHO ARE AT RISK OR ARE VICTIMS OF SEX TRAFFICKING, THROUGH THE EMPLOYMENT OF EARLY INTERVENTION SPECIALISTS (EIS) AT UNBOUND’S OFFICES IN BCS, AUSTIN, WACO, AND HOUSTON, TEXAS. THIS PROJECT WILL SERVE THE AREAS SURROUNDING FOUR OF UNBOUND’S LOCATIONS IN TEXAS: AUSTIN (TRAVIS, BASTROP, HAYS, WILLIAMSON COUNTIES - 2,170,291 POPULATION, 2020 U.S. CENSUS), HOUSTON (BRAZORIA, GALVESTON, HARRIS COUNTIES - 5,436,807 POPULATION, 2020 U.S. CENSUS), WACO (BOSQUE, FALLS, FREESTONE, HILL, LIMESTONE AND MCLENNAN COUNTIES - 368,971 POPULATION, 2020 U.S. CENSUS), BRYAN/COLLEGE STATION (BCS) (BRAZOS COUNTY - 226,370 POPULATION, 2020 U.S.

CENSUS). PROJECT STAFF ACROSS LOCATIONS WILL SERVE GIRLS UNDER THE AGE OF 18 WHO ARE AT HIGH RISK OF SEX TRAFFICKING OR SEXUAL EXPLOITATION.UNBOUND REDUCES CRIMINALIZATION OF MINOR SURVIVORS OF HUMAN TRAFFICKING THROUGH IDENTIFICATION OF SURVIVORS WITHIN THE JUVENILE JUSTICE SYSTEM, TRAUMA-INFORMED AND EVIDENCE-BASED SERVICES, AND ENHANCED COLLABORATION WITH LAW ENFORCEMENT THROUGH SOFT INTERVIEW ROOMS AND VICTIM SERVICES. UNBOUND IS UNIQUELY PLACED WITH QUALIFIED STAFF TO FACILITATE THIS STRATEGY OF REDUCED CRIMINALIZATION IN NORTH AND CENTRAL TEXAS, WHICH MEANS THAT VICTIMS IN BOTH URBAN AND RURAL AREAS RECEIVE VICTIM-CENTERED AND EVIDENCE-BASED SERVICES AND IDENTIFICATION-FOCUSED OUTREACH. ADDITIONALLY, OUR STAFF ARE TRAINED TO PROVIDE CULTURALLY RESPONSIVE SERVICES TO BIPOC AND LGBTQ+ SURVIVORS, WHO ARE HISTORICALLY UNDERSERVED IN THE ANTI-TRAFFICKING SERVICE INFRASTRUCTURE, THUS FITTING PRIORITY AREA A (PROMOTING RACIAL EQUITY AND REMOVING BARRIERS TO ACCESS FOR COMMUNITIES THAT HAVE BEEN HISTORICALLY UNDERSERVED). UNBOUND’S CONTINUUM OF SERVICES TO REDUCE CRIMINALIZATION BEGINS WITH THE IMPLEMENTATION OF OUTREACH CAMPAIGNS WITHIN THE SCOTT G. MOORE JUVENILE JUSTICE CENTER IN NORTH TEXAS AND THE BILL LOGUE JUVENILE JUSTICE CENTER IN CENTRAL TEXAS. RESEARCH SHOWS THAT INVOLVEMENT IN JUVENILE JUSTICE SYSTEMS IS HIGHLY CORRELATED WITH SEX TRAFFICKING, AND MINOR VICTIMS OF TRAFFICKING ARE UNLIKELY TO SELF-IDENTIFY. THEREFORE, THIS OUTREACH WILL BUILD TRUST-BASED RELATIONSHIPS WITH UNBOUND STAFF WHO FACILITATE OUTREACH THAT CREATES OPPORTUNITIES FOR YOUTH TO CONSIDER THEIR EXPERIENCES AND POTENTIALLY DISCLOSE VICTIMIZATION, WHICH ALLOWS UNBOUND’S TRAINED ADVOCATES TO WORK WITH THEM AS THEY RECOVER FROM THE TRAUMA OF TRAFFICKING.",TX,TX76000,252,department-of-justice,ASST_NON_15POVC22GG03751GIRL_015,True
231635107,15POVC22GG03750GIRL,COMMUNITY VIOLENCE SOLUTIONS,2022-10-01,2026-09-30,500000.0,Department of Justice,Office of Justice Programs,16.035,"THE OFFICE OF THE DISTRICT ATTORNEY (DA) AND THE COMMUNITY VIOLENCE SOLUTIONS  EXPAND AND STRENGTHEN EARLY INTERVENTION SERVICES FOR GIRLS WHO ARE AT RISK OF, OR ARE VICTIMS OF, SEX TRAFFICKING. THE OBJECTIVES OF THE PROGRAM ARE TO: 1) SCALE UP EVIDENCE-BASED PREVENTION PROGRAMMING FOR GIRLS ACROSS CCC AND THE BAY AREA; AND 2) INCREASE EFFORTS TO IDENTIFY AND PROVIDE SERVICES TO GIRLS WHO ARE AT RISK OR, OR ARE VICTIMS OF, SEXUAL EXPLOITATION OR SEX TRAFFICKING. CVS WILL UNDERTAKE THE FOLLOWING SEVEN ACTIVITIES TO ADDRESS THE CURRENT GAPS IN PREVENTING GIRLS’ TRAFFICKING AND IDENTIFYING AND SERVING GIRLS WHO ARE VICTIMS OF TRAFFICKING OR AS RISK OF BEING TRAFFICKED. ACTIVITIES WILL BE SPECIFICALLY DESIGNED FOR/GEARED TO GIRLS BY THEIR AGE GROUPS (10-14, 15-18 AND 19-24), AND WILL TAKE INTO CONSIDERATION SPECIFIC CHALLENGES THAT MAY BE PRESENTED FOR OUT-OF-SCHOOL GIRLS, THOSE WITH DISABILITIES, LGBTQ INDIVIDUALS, THOSE EXPERIENCING HOMELESSNESS, MOTHERS, AND IMMIGRANTS. CVS WILL DIRECTLY PROVIDE THE FOLLOWING: IDENTIFICATION, CSE-IT ASSESSMENT, CASE MANAGEMENT, CRISIS INTERVENTION, THERAPY, PREVENTION WORKSHOPS, AND MENTORSHIP/ LEADERSHIP PROGRAMMING. CVS WILL TAP INTO ITS NETWORK OF DOZENS OF CCC PARTNERS THAT SPECIALIZE IN VARIOUS VICTIM SERVICES (LEGAL, EMPLOYMENT/EDUCATION, HOUSING, HEALTHCARE ETC.) ON AN AS-NEEDED BASIS THROUGH REFERRAL FROM CASE MANAGERS OR CRISIS INTERVENTION SPECIALISTS TO ENSURE THE IDENTIFIED GIRLS HAVE ACCESS TO COMPREHENSIVE SERVICES.",CA,CA68294,252,department-of-justice,ASST_NON_15POVC22GG03750GIRL_015,True
231634702,15POVC21GK03264HT,"I.D.E.A. ANALYTICS, LLC",2021-10-01,2024-09-30,500000.0,Department of Justice,Office of Justice Programs,16.320,"IDEA ANALYTICS WILL DEVELOP THE DYNAMIC APPROACHES TO TRAFFICKING THROUGH ANALYTICAL SOLUTIONS, EDUCATION, AND TRAINING (DATASET) TTA PROJECT TO SUPPORT FIELD-GENERATED REQUESTS FROM LEAS INTERESTED IN STRATEGICALLY DEVELOPING OR ENHANCING THEIR ANTI-TRAFFICKING EFFORTS THROUGH DATA. THE DATASET PROJECT PROCESS BUILDS ON THE FOUR-PHASED AGILE TTA METHODOLOGY TO IDENTIFY – DEVELOP - EDUCATE – ASSESS. IDEA COMBINES THIS METHODOLOGY WITH HUMAN-CENTERED DESIGN TECHNIQUES, LEADERSHIP COACHING, ADULT LEARNING METHODS, AND DATA DRIVEN ACCOUNTABILITY TO PROVIDE SOLUTIONS FOR LEAS AND SUPPORT COMPLEX CRIMINAL INVESTIGATIONS, PROSECUTORIAL EFFORTS, AND VICTIM-SERVICES. TTA DELIVERED THROUGH THIS PROGRAM WILL BUILD EVIDENCE-BASED, DATA-DRIVEN APPROACHES TO IDENTIFY SEX AND LABOR TRAFFICKING, DEVELOP INVESTIGATIVE RESPONSES, EDUCATE STAFF AND STAKEHOLDERS, AND ASSESS PROGRESS ON IDENTIFYING AND SERVING HUMAN TRAFFICKING VICTIMS. IN ADDITION TO CUSTOMIZED TTA, A VIRTUAL NETWORK CAN PROVIDE TTA RECIPIENTS ACCESS TO RESEARCH, DATA AND ASYNCHRONOUS LEARNING MODULES FROM THE IDEA TEAM AND PEER AGENCIES THROUGHOUT THEIR ENGAGEMENT AND AFTER.",AZ,AZ55000,252,department-of-justice,ASST_NON_15POVC21GK03264HT_015,True
231634701,15POVC21GK03263HT,AEQUITAS,2021-10-01,2025-09-30,500000.0,Department of Justice,Office of Justice Programs,16.320,MAXIMIZING JUSTICE; MINIMIZING HARM: THE PROSECUTORÂS ROLE IN ACHIEVING SURVIVOR-CENTERED JUSTICE,DC,DC50000,252,department-of-justice,ASST_NON_15POVC21GK03263HT_015,True
231634700,15POVC21GK03262HT,INTERNATIONAL ASSOCIATION OF CHIEFS OF POLICE,2021-10-01,2025-01-31,500000.0,Department of Justice,Office of Justice Programs,16.320,BUILDING AGENCY CAPACITY: A TOOLKIT FOR HUMAN TRAFFICKING INVESTIGATIONS,VA,VA01000,252,department-of-justice,ASST_NON_15POVC21GK03262HT_015,True
231634699,15POVC21GK03261HT,"VERA INSTITUTE OF JUSTICE, INC.",2021-10-01,2025-06-30,500000.0,Department of Justice,Office of Justice Programs,16.320,TRAINING AND TECHNICAL ASSISTANCE FOR LAW ENFORCEMENT FOR RESPONDING TO HUMAN TRAFFICKING OF PEOPLE WITH DISABILITIES,NY,NY10021,252,department-of-justice,ASST_NON_15POVC21GK03261HT_015,True
234950317,2020VTBX0019,CINCINNATI UNION BETHEL,2020-05-01,2024-04-30,499999.99,Department of Justice,Office of Justice Programs,16.320,OFF THE STREETS: A TRANSITIONAL HOUSING PROGRAM FOR VICTIMS OF HUMAN TRAFFICKING,OH,OH15000,252,department-of-justice,ASST_NON_2020VTBX0019_015,True
234950339,2020VTBX0041,"UNIVERSITY OF MARYLAND, COLLEGE PARK",2020-05-01,2025-04-30,499990.0,Department of Justice,Office of Justice Programs,16.320,SHORT-TERM HOUSING ASSISTANCE FOR HUMAN TRAFFICKING SURVIVORS: A PATH TO PERMANENT HOUSING,MD,MD18750,252,department-of-justice,ASST_NON_2020VTBX0041_015,True
231634664,15POVC21GG04251HT,"BAYSTATE MEDICAL CENTER, INC.",2021-10-01,2024-09-30,499280.15,Department of Justice,Office of Justice Programs,16.320,ONE MISSION: A COMPREHENSIVE SERVICE PROGRAM FOR VICTIMS OF HUMAN TRAFFICKING,MA,MA67000,252,department-of-justice,ASST_NON_15POVC21GG04251HT_015,True
234950382,2020VTBX0087,INTERNATIONAL INSTITUTE OF MINNESOTA,2020-10-01,2024-09-30,496459.64,Department of Justice,Office of Justice Programs,16.320,SPECIALIZED SERVICES FOR HUMAN TRAFFICKING VICTIMS IN HENNEPIN COUNTY  MINNESOTA,MN,MN58000,252,department-of-justice,ASST_NON_2020VTBX0087_015,True
231635772,15POVC23GK02753HT,COUNTY OF WESTCHESTER,2023-10-01,2026-09-30,494138.0,Department of Justice,Office of Justice Programs,16.320,"THE TASK FORCE WILL USE COMPREHENSIVE, TRAUMA-INFORMED APPROACHES, PROMOTE RACIAL EQUITY TO REMOVE BARRIERS TO ACCESS AMONG VULNERABLE COMMUNITIES. PROJECT ACTIVITIES: 1) CONDUCT PROACTIVE INVESTIGATIONS OF HUMAN TRAFFICKING; 2) EXPAND TASK FORCE PARTNERSHIPS TO UNDERSERVED, MARGINALIZED COMMUNITIES AND ORGANIZATIONS SERVING POPULATIONS AT RISK FOR LABOR TRAFFICKING; 3) EXPAND AND FORMALIZE SURVIVOR ENGAGEMENT AND MENTORING; 4) EXPAND ACCESS TO SERVICES FOR VICTIMS (IE. LABOR TRAFFICKING); 5) DEVELOP ACCESSIBLE, CULTURALLY APPROPRIATE, AND SURVIVOR-INFORMED POLICIES AND PROTOCOLS; 6) STRENGTHEN DATA COLLECTION AND ANALYSIS. EXPECTED OUTCOMES INCLUDE INCREASED: 1) NUMBER OF LAW ENFORCEMENT AND COMMUNITY PARTNERS TRAINED TO IDENTIFY AND REFER VICTIMS OF HUMAN TRAFFICKING; 2) RATE OF IDENTIFICATION OF INDIVIDUALS EXPERIENCING TRAFFICKING, ESPECIALLY LABOR TRAFFICKING; 3) NUMBER OF INDIVIDUALS EXPERIENCING HUMAN TRAFFICKING REFERRED FOR TRAUMA-INFORMED, SURVIVOR-INFORMED SERVICES; 4) NUMBER OF INVESTIGATIONS/PROSECUTIONS OF HUMAN TRAFFICKING CASES; 5) ENGAGEMENT/INPUT OF SURVIVORS IN TASK FORCE ACTIVITIES. 

THE SERVICE AREA OF WESTCHESTER COUNTY (1 MILLION POPULATION) IS A PRIME LOCATION FOR HUMAN TRAFFICKING DUE TO ITS PROXIMITY TO NEW YORK CITY, PANDEMIC MIGRANTS, IMMIGRANT POPULATION, AND INDUSTRIAL WORKER EXPANSION IN ITS 6 CITIES, 19 TOWNS, AND 23 VILLAGES. INTENDED BENEFICIARIES ARE VICTIMS/SURVIVORS OF HUMAN TRAFFICKING; LAW ENFORCEMENT; SERVICE PROVIDERS; AND UNDERSERVED, MARGINALIZED COMMUNITIES AT-RISK OF SEX AND LABOR TRAFFICKING IN WESTCHESTER COUNTY. SUBRECIPIENTS: NEIGHBORS LINK, MY SISTERS PLACE, AND SAVANNAH SANDERS, LLC WILL: 1) EXPAND EDUCATION AND TRAINING ON LABOR TRAFFICKING FOR LOW INCOME, IMMIGRANT COMMUNITIES; 2) INCREASE INTAKE AND CASE MANAGEMENT SERVICES FOR LABOR TRAFFICKING; AND 3) ESTABLISH A LIVED-EXPERIENCE ADVISORY COUNCIL. TRAINING WILL ALSO BE PROVIDED ON DIVERSITY, EQUITY, AND INCLUSION AND DISABILITY INCLUSION. FINALLY, SINCE 2020, THE TASK FORCE HAS CONDUCTED 66 INVESTIGATIONS AND PROSECUTIONS, AND IT IS ESTIMATED THAT SERVICE PROVIDERS HAVE SERVED AT LEAST 165 SURVIVORS OF HUMAN TRAFFICKING.",NY,NY81677,252,department-of-justice,ASST_NON_15POVC23GK02753HT_015,True
231635075,15POVC22GG03668HT,"INTERNATIONAL RESCUE COMMITTEE, INC",2022-10-01,2025-09-30,492839.86,Department of Justice,Office of Justice Programs,16.320,"THE INTERNATIONAL RESCUE COMMITTEE, INC. (IRC), IN PARTNERSHIP WITH WOMEN ESCAPING A VIOLENT ENVIRONMENT, INC. (WEAVE), WILL PROVIDE HOUSING ASSISTANCE AND RELATED SERVICES TO ALL FORMS OF HUMAN TRAFFICKING, INCLUDING FOREIGN-BORN AND DOMESTIC, SEX AND LABOR, MALE, FEMALE AND LGBTQ ADULT VICTIMS THROUGHOUT SACRAMENTO AND THE NORTHERN CALIFORNIA COUNTIES OF SACRAMENTO, AMADOR, SOLANO, EL DORADO, YOLO, SUTTER, PLACER, NEVADA, YUBA, COLUSA, LAKE, SHASTA, TRINITY, MENDOCINO, SIERRA. OVC FUNDING WILL ENABLE IRC TO CONTINUE ITS RAPID REHOUSING PROGRAM (RRHP), TO PROVIDE TRANSITIONAL HOUSING ASSISTANCE FOR 6 – 12 MONTHS AND TO ENHANCE THE HOUSING SERVICES AND SUPPORTIVE SERVICES. ADDITIONALLY, THE RRHP WILL INCLUDE EMERGENCY HOUSING ASSISTANCE THROUGH HOTEL VOUCHERS AND THE HUMAN TRAFFICKING SHELTERS OF CALIFORNIA. THIS PROGRAM WILL PROVIDE TRANSITIONAL HOUSING FOR 50 VICTIMS AND THEIR HOUSEHOLDS, 35 OF WHICH WILL RECEIVE SERVICES THROUGH IRC AND 15 THROUGH THE PROPOSED SUB-GRANTEE, WEAVE.",CA,CA64000,252,department-of-justice,ASST_NON_15POVC22GG03668HT_015,True
234950380,2020VTBX0085,CAPITAL DISTRICT WOMENS BAR ASSOCIATION,2020-10-01,2024-03-31,488066.62,Department of Justice,Office of Justice Programs,16.320,LEGAL SERVICES FOR TRAFFICKING VICTIMS PROGRAM OF NEW YORK'S GREATER CAPITAL REGION,NY,NY01000,252,department-of-justice,ASST_NON_2020VTBX0085_015,True
234950340,2020VTBX0043,"FACE TO FACE HEALTH & COUNSELING SERVICE, INC",2020-05-01,2024-04-30,487621.53,Department of Justice,Office of Justice Programs,16.320,TRANSITIONAL HOUSING FOR TRAFFICKING VICTIMS,MN,MN58000,252,department-of-justice,ASST_NON_2020VTBX0043_015,True
234950319,2020VTBX0021,FIRST NATIONS COMMUNITY HEALTH SOURCE INC,2020-05-01,2025-04-30,485425.62,Department of Justice,Office of Justice Programs,16.320,HOUSING ASSISTANCE PROGRAM,NM,NM02000,252,department-of-justice,ASST_NON_2020VTBX0021_015,True
231634638,15POVC21GG04200HT,"CHILDREN'S ADVOCACY CENTERS OF GEORGIA, INC.",2021-10-01,2025-09-30,484118.02,Department of Justice,Office of Justice Programs,16.320,CHILDREN'S ADVOCACY CENTERS OF GEORGIA CSEC RESPONSE TEAM,GA,GA21380,252,department-of-justice,ASST_NON_15POVC21GG04200HT_015,True
